,name
7617,Tower (The Minish Cap)
7618,Tower of Flames
7619,Tower of Hera
7620,Tower of Hera (A Link Between Worlds)
7621,Tower of Hera (A Link to the Past)
7622,Tower of Spirits
7623,Tower of Winds
7624,Tower of the Gods
7625,Town
7626,Town Flower
7627,Town Jail
7628,Town Minish
7629,Town Shooting Gallery
7630,Town of Nabooru
7631,Trading Post
7632,Trading Post (Majora's Mask)
7633,Trading Post (Spirit Tracks)
7634,Trading Quest
7635,Trail
7636,Train
7637,Train Parts
7638,Trainee Tunic
7639,Training Game
7640,Training Ground
7641,Travel Gate
7642,Travel Medallion
7643,Traveler's Bow
7644,Traveler's Bridle
7645,Traveler's Claymore
7646,Traveler's Saddle
7647,Traveler's Shield
7648,Traveler's Ship
7649,Traveler's Spear
7650,Traveler's Sword
7651,Traveling Merchants
7652,Traveling Troupe
7653,Tray
7654,Traysi
7655,Treacherous Tower
7656,Treasure Chart
7657,Treasure Chest Shop
7658,Treasure Field
7659,Treasure Field Manager
7660,Treasure Grove
7661,Treasure Map
7662,Treasure Medal
7663,Treasure Octorok
7664,Treasure Orb
7665,Treasure Teller
7666,Tree
7667,Tree Branch
7668,Tree of Mystery
7669,Trello
7670,Trendy Game
7671,Trey
7672,Tri Suit
7673,Trial Gate
7674,Trial of Second Sight
7675,Trial of Thunder
7676,Trial of the Labyrinth
7677,Trial on the Cliff
7678,Triangle Island
7679,Trickster Mask
7680,Trident/
7681,Trident
7682,Trident (Hyrule Warriors)
7683,Trident of Demise
7684,Triforce
7685,Triforce Chart
7686,Triforce Harp
7687,Triforce Keeper
7688,Triforce Pedestals
7689,Triforce Shard
7690,Triforce Spinner
7691,Trilby Highlands
7692,Trilby Plain
7693,Trilby Valley
7694,Trill's Shop
7695,Trill
7696,Trinexx
7697,Trissa
7698,Trophy
7699,Trott
7700,Trotter's Downfall
7701,Troupe
7702,Trousers of Time
7703,Trousers of Twilight
7704,Trousers of the Hero
7705,Trousers of the Sky
7706,Trousers of the Wild
7707,Trousers of the Wind
7708,Trout
7709,True Demon Blade
7710,Tu Ka'loh
7711,Tu Ka'loh Shrine
7712,Tuft Mountain
7713,Tula
7714,Tulin
7715,Tumbleweed
7716,Tumbo
7717,Tumlea Heights
7718,Tune of Ages
7719,Tune of Currents
7720,Tune of Echoes
7721,Tuni Nut
7722,Tunic
7723,Tunic of Time
7724,Tunic of Twilight
7725,Tunic of the Hero
7726,Tunic of the Sky
7727,Tunic of the Wild
7728,Tunic of the Wind
7729,Tunnel
7730,Tunnel to the Tower
7731,Turtle
7732,Turtle Rock
7733,Turtle Rock (A Link Between Worlds)
7734,Turtle Rock (A Link to the Past)
7735,Turtle Rock (Link's Awakening)
7736,Tutsuwa Nima
7737,Tutsuwa Nima Shrine
7738,Twig
7739,Twili Midna's Hairpin
7740,Twili Midna's Robe
7741,Twili Midna
7742,Twilight
7743,Twilight Assassin
7744,Twilight Bow
7745,Twilight Epona
7746,Twilight Field
7747,Twilight Hack
7748,Twilight Portal
7749,Twilight Princess
7750,Twilight Pyramid
7751,Twilight Realm
7752,Twilight Shackle
7753,Twilight Wolfos
7754,Twilit Bloat
7755,Twilit Bulblin
7756,Twilit Keese
7757,Twilit Parasite
7758,Twilit Vermin
7759,Twin Islands
7760,Twin Lumberjacks
7761,Twinmold
7762,Twinrova
7763,Twinrova (Ocarina of Time)
7764,Twinrova (Oracle of Ages/Oracle of Seasons)
7765,Twins
7766,Twisted Tunnels
7767,Two-Eye Reef
7768,Tycoon Wallet
7769,Tye
7770,Typhoon Harp
7771,Tyto
7772,Ubota Point
7773,Ukuku Plains
7774,Ukuku Prairie
7775,Uli
7776,Ulri Mountain
7777,Ulria Grotto
7778,Ultimate Sword
7779,Uma
7780,Uncharted Island
7781,Uncle Rupee
7782,Uncle Rupee (boss)
7783,Under a Red Moon
7784,Under the Bridge
7785,Underground Maze
7786,Underground Target Practice
7787,Underground Waterway
7788,Underwater Goron
7789,Underworld
7790,Unicorn's Cave
7791,Unicorn Fountain
7792,Unlucky Sailor
7793,Updraft
7794,Upgraded Hammer
7795,Upland Lindor
7796,Upland Zorana
7797,Upper Zora's River
7798,Ura Zelda
7799,Urbosa's Diary
7800,Urbosa's Fury
7801,Urbosa
7802,Usurper's Scimitars
7803,Usurper Crown
7804,Usurper Robe
7805,Usurper Trousers
7806,Uten Marsh
7807,Uura Tribe
7808,Virtual Console
7809,VSTF
7810,Vaati's Palace
7811,Vaati's Wrath
7812,Vaati
7813,Vaati (Four Swords)
7814,Vaati (Four Swords Adventures)
7815,Vaati Barrier
7816,Vaati Reborn
7817,Vaati Transfigured
7818,Vacant House
7819,Vah Medoh
7820,Vah Medoh Divine Helm
7821,Vah Naboris
7822,Vah Naboris Divine Helm
7823,Vah Rudania
7824,Vah Rudania Divine Helm
7825,Vah Ruta
7826,Vah Ruta Divine Helm
7827,Valenzuela
7828,Valley
7829,Valley of Death
7830,Valley of Seers
7831,Valoo
7832,Vanpool
7833,Varke
7834,Vassals
7835,Vasu
7836,Vasu Jewelers
7837,Vatorsa Snowfield
7838,Vegetable Curry
7839,Vegetable Omelet
7840,Vegetable Risotto
7841,Veggie Cream Soup
7842,Veggie Rice Balls
7843,Veil Falls
7844,Veil Springs
7845,Veiled Falls
7846,Vengas
7847,Vengeful Deity Mask
7848,Ventest Clothing Boutique
7849,Venus
7850,Venus Flytrap
7851,Veran
7852,Veran (boss)
7853,Verla
7854,Verona
7855,Vessel of Light
7856,Vicious Sickle
7857,Victory Ring
7858,Video:Giant Hardhat Beetle
7859,Vilia
7860,Villa
7861,Village
7862,Village of Outcasts
7863,Village of the Blue Maiden
7864,Villagers
7865,Vine
7866,Vintage Linen
7867,Vire
7868,Vire (Oracle of Ages/Oracle of Seasons)
7869,Vitreous
7870,Volcanic Ladybug
7871,Volcano
7872,Volcano (Tri Force Heroes)
7873,Volcano Summit
7874,Volcon
7875,Volga's Dragon Spear
7876,Volga's Forces
7877,Volga's Helmet
7878,Volga
7879,"Volley, By Golly"
7880,Volley
7881,Voltfruit
7882,Voltfin Trout
7883,Volvagia
7884,Voo Lota
7885,Voo Lota Shrine
7886,Vulture
7887,Vulture Vizier
7888,Wabbin
7889,Wahgo Katta
7890,Wahgo Katta Shrine
7891,Waitress
7892,Wake-Up Mushroom
7893,Waking Water
7894,Wallet
7895,Wallmaster
7896,Walltula
7897,Walnot Mountain
7898,Walrus
7899,Walton
7900,Wand
7901,Wand of Gamelon
7902,Wandering Spirit
7903,War
7904,War of the Bound Chest
7905,Warbler's Nest
7906,Warm Darner
7907,Warm Milk
7908,Warm Safflina
7909,Warp Hole
7910,Warp Phantom
7911,Warp Pot
7912,Warp Sword
7913,Warping Theme
7914,Warship
7915,Wart
7916,Washa's Bluff
7917,Wasteland
7918,Wasteland Tower
7919,Watarara
7920,Watch Out for the Flowers
7921,Watcher
7922,Water Bomb
7923,Water Dragon's Basin
7924,Water Dragon's Scale
7925,Water Fruit
7926,Water Pot
7927,Water Reservoir
7928,Water Rod
7929,Water Spume
7930,Water Tektite
7931,Water Temple
7932,Water Temple (Tri Force Heroes)
7933,Water Toadpoli
7934,Water Tunic
7935,Water of Life
7936,Waterblight Ganon
7937,Waterfall
7938,Waterfall (Link's Awakening)
7939,Waterfall (The Legend of Zelda)
7940,Waterfall Cave
7941,Waterfall Fish
7942,Waterfall Rapids
7943,Waterfall of Wishing
7944,Waterwheel
7945,Waveblade
7946,Wavelet Bell
7947,Wayaway
7948,Weak Point Smash
7949,Weather Vane
7950,Weathercock
7951,Web
7952,Weird Egg
7953,Well-Worn Trousers
7954,Well
7955,Well of Three Features
7956,Wellspring Station
7957,Wes Island
7958,West Barrens
7959,West Castle Town
7960,West Clock Town
7961,West Deplian Badlands
7962,West Gerudo Ruins
7963,West Hyrule Plains
7964,West Loshlo Harbor
7965,West Nabi Lake
7966,West Necluda
7967,West Passage
7968,West Rospro Pass
7969,West Sapphia's Table
7970,West Sokkala Bridge
7971,West Vatorsa Snowfield
7972,Western Coast
7973,Western Fairy Island
7974,Western Hyrule
7975,Western Wood
7976,Wetland Stable
7977,What's for Dinner?
7978,Wheat Bread
7979,Wheaton & Pita
7980,Wheel
7981,Whereabouts of the Wind
7982,Whimsical Ring
7983,Whip
7984,Whip Race
7985,Whirlpool
7986,Whirlwind
7987,Whirlwind Sword Attack
7988,Whisp Ring
7989,Whistling
7990,Whistling Hill
7991,White Bubble
7992,White Bunny Hammer
7993,White Chuchu
7994,White Chuchu Jelly
7995,White Sword
7996,White Wolf
7997,White Wolfos
7998,Whittleton
7999,Whittleton Chief's Wife
8000,Whittleton Chief
8001,Whittleton Lumber
8002,Wii
8003,Wii U
8004,Wildberry
8005,Wild Horses
8006,Wild Tokay
8007,Wild Tokay Museum
8008,Wildberry Crepe
8009,Wilds
8010,Willi
8011,Wind's Requiem
8012,Wind Crest
8013,Wind Fish's Egg
8014,Wind Fish
8015,Wind God's Aria
8016,Wind Ruins
8017,Wind Shrine
8018,Wind Temple
8019,Wind Tribe
8020,Wind Waker
8021,Wind and Earth Temples
8022,Windblight Ganon
8023,Windcleaver
8024,Winder
8025,Windfall Island
8026,Windfall Auction
8027,Windfall Island Shop
8028,Windmill
8029,Windmill (Ocarina of Time)
8030,Windmill (Oracle of Seasons)
8031,Windmill Propeller
8032,Windvane Meadow
8033,Wing Ceremony
8034,Wing Dungeon
8035,Winged Boots
8036,Winter
8037,Winterwing Butterfly
8038,Wintre Island
8039,Wise Man
8040,Wise Men
8041,Wise One
8042,Witch's Dress
8043,Witch's Hat
8044,Witch's House
8045,Witch's Hut
8046,Witch
8047,Witch (A Link Between Worlds)
8048,Withered Forest Trees
8049,Wizard
8050,Wizzro/Hyrule Warriors
8051,Wizzro's Ring
8052,Wizzro's Robe
8053,Wolf
8054,Wolf Link
8055,Wolfos
8056,Wood
8057,Wood Fish
8058,Wood Heart
8059,Woodcutter's Axe
8060,Woodcutter's House
8061,Wooden Bird
8062,Wooden Bow
8063,Wooden Frame
8064,Wooden Hammer
8065,Wooden Mop
8066,Wooden Shield
8067,Wooden Statue
8068,Wooden Sword
8069,Woodfall
8070,Woodfall (location)
8071,Woodfall (region)
8072,Woodfall Shortcut
8073,Woodfall Temple
8074,Woodland
8075,Woodland Rhino Beetle
8076,Woodland Stable
8077,Woodland Tower
8078,Woodlands
8079,Woods of Mystery
8080,Woods of Winter
8081,Woodsmen's Hut
8082,World's Finest Eye Drops
8083,World
8084,World of the Ocean King
8085,Worm
8086,Worten
8087,Wrecker Phantom
8088,Wrecker Sword
8089,Wryna
8090,X-Shaped Jewel
8091,Ya Naga
8092,Ya Naga Shrine
8093,Yah Rin
8094,Yah Rin Shrine
8095,Yaido
8096,Yamatami Tribe
8097,Yambi Lake
8098,Yammo
8099,Yamori
8100,Yarna Desert
8101,Yarna Valley
8102,Yefu
8103,Yeko
8104,Yellow Chuchu Jelly
8105,Yellow Lizalfos Tail
8106,Yellow Potion
8107,Yellow Potion (A Link Between Worlds)
8108,Yellow Potion (Hyrule Warriors)
8109,Yellow Potion (Phantom Hourglass/Spirit Tracks)
8110,Yerbal
8111,Yeta
8112,Yeti
8113,Yeto's Soup
8114,Yeto
8115,Yiga Blademaster
8116,Yiga Clan
8117,Yiga Clan Hideout
8118,Yiga Footsoldier
8119,Yoichi Yamada
8120,Yolero
8121,Yoll Graveyard
8122,Yook
8123,Yoshi Doll
8124,YouTube
8125,Young Couple
8126,Young Gohma
8127,Young Link/Hyrule Warriors
8128,Young Link/Super Smash Bros.
8129,Young Link's Belt
8130,Young Link
8131,Youth's Scent
8132,Yowaka Ita
8133,Yowaka Ita Shrine
8134,Yuga/Hyrule Warriors
8135,Yuga (boss)
8136,Yuga
8137,Yuga Ganon
8138,Yunobo
8139,Zaganaga
8140,Zalta Wa
8141,Zalta Wa Shrine
8142,Zanc
8143,Zant/Hyrule Warriors
8144,Zant's Forces
8145,Zant's Hand
8146,Zant's Helmet
8147,Zant's Magic Gem
8148,Zant
8149,Zant (boss)
8150,Zant Mask
8151,Zapshroom
8152,Zauz's Island
8153,Zauz
8154,Zauz Island
8155,Ze Kasho
8156,Ze Kasho Shrine
8157,Zelda's Adventure
8158,Zelda's Brooch
8159,Zelda's Diary
8160,Zelda's Guard
8161,Zelda's Letter
8162,Zelda's Lullaby
8163,Zelda's Mother
8164,Zelda's Sword
8165,Zelda's Research Notes
8166,Zelda's Tiara
8167,Zelda
8168,Zelda Box
8169,Zelda Classic
8170,Zelda II: Adventure of Link: Great Temple/Temple
8171,Zelda II: The Adventure of Link/Prologue
8172,Zelda II: The Adventure of Link Glitches
8173,Zelda II: The Adventure of Link Secrets
8174,Zelda Informer
8175,Zelda LCD games
8176,Zelda Mobile
8177,Zelda Wiki
8178,Zelda: The Wand of Gamelon
8179,Zeldapedia/Archive 1
8180,Zeldapedia/Archive 2
8181,Zeldapedia/Archive 3
8182,Home
8183,Zelkoa Pond
8184,Zelo Pond
8185,Zephos
8186,Zill
8187,Zirco Mesa
8188,Zirro
8189,Zodobon Highlands
8190,Zokassa Ridge
8191,Zol
8192,Zombie
8193,Zonai Ruins
8194,Zooki
8195,Zora's Domain
8196,Zora's Flippers
8197,Zora's Fountain
8198,Zora's Lake
8199,Zora's River
8200,Zora's Throne Room
8201,Zora's Waterfall
8202,Zora (character)
8203,Zora Armor
8204,Zora Cape
8205,Zora Costume
8206,Zora Earrings
8207,Zora Eggs
8208,Zora Game Site
8209,Zora Greaves
8210,Zora Hall
8211,Zora Hall Coast
8212,Zora Helm
8213,Zora Link
8214,Zora Mask
8215,Zora Ring
8216,Zora River Target Practice
8217,Zora River: Defender
8218,Zora Scale
8219,Zora Scale (Hyrule Warriors)
8220,Zora Seas
8221,Zora Shop
8222,Zora Skirt
8223,Zora Spear
8224,Zora Stone Monument
8225,Zora Stone Monuments
8226,Zora Sword
8227,Zora Tunic
8228,Zora Underling
8229,Zora Village
8230,Zora Warrior
8231,Zoro
8232,Zorona
8233,Zubora and Gabora
8234,Zuko
8235,Zumi
8236,Zuna
8237,Zuna Kai
8238,Zuna Kai Shrine
8239,Zunari
8240,Zuta
8241,Zyle
8242,?
8243,???
8244,Community:Glossary
8245,Items in Freshly-Picked Tingle's Rosy Rupeeland
8246,100% Completion
8247,Category:3D games
8248,Great Fairy (Item)
8249,Controller Buttons
8250,Library Books
8251,Hitch in the Works
8252,A Link Between Worlds Translations/All
8253,A Link Between Worlds Translations/Characters
8254,A Link Between Worlds Translations/Items
8255,A Link Between Worlds Translations/Locations
8256,A Link Between Worlds Translations/Miscellaneous
8257,A Link Between Worlds Translations
8258,A Link to the Past (Disambiguation)
8259,The Legend of Zelda: A Link to the Past/Credits
8260,A Link to the Past Translations/All
8261,A Link to the Past Translations/Characters
8262,A Link to the Past Translations/Enemies
8263,A Link to the Past Translations/Items
8264,A Link to the Past Translations/Locations
8265,A Link to the Past Translations/Miscellaneous
8266,A Link to the Past Translations
8267,New Day
8268,A New Disturbance
8269,Recovered Memory
8270,A War of Spirit
8271,Abominom
8272,Category:Accuracy disputes
8273,Acro-Bandits
8274,Community:Administrator (LoZ.com)
8275,Community:Administrator (ZT)
8276,Zelda Wiki:Staff
8277,Zelda Timeline
8278,Adventure Log
8279,Adventure Map/Faron Woods (Hyrule Warriors: Definitive Edition)
8280,Adventure Map/Hyrule Field (Hyrule Warriors: Definitive Edition)
8281,Advertisements for The Legend of Zelda Series
8282,Material
8283,Shadow Nightmares
8284,Agunima
8285,Agwanda
8286,Ahitaru
8287,Air Cannon
8288,Air Stone
8289,Akiko
8290,Akiko Koumoto
8291,Akira Sasanuma
8292,Treasure
8293,Aldo (Korok)
8294,Aldo (The Crystal Trap)
8295,Alf
8296,Alfonzo's Train
8297,Forces
8298,Alora
8299,Ambrosia Lite
8300,amiibo (Rune)
8301,Ampilus Egg
8302,Sliding Puzzle
8303,Ancient Battle
8304,Weapons in Breath of the Wild
8305,Puzzle Key
8306,Ancient Hero
8307,Ancient Hyrulean Number-Letter Code
8308,Ancient Set
8309,Ancient Shrine
8310,Ancient Statue
8311,Aneru
8312,Angler
8313,Animals
8314,Animation Magic
8315,Anju and Kafei's Wedding
8316,Tingle Brothers
8317,Ant (Enemy)
8318,Demise's Sword
8319,Antlion
8320,Anutu
8321,Speedrun/Glossary
8322,Apothecary
8323,Appraiser
8324,Pure Metal
8325,Arch Handrail
8326,Bow Soldier
8327,Archive:Timeline Theories/2D Adult Community Theories
8328,Archive:Timeline Theories/2D Child Community Theories
8329,Archive:Timeline Theories/2D Split Community Theories
8330,Archive:Timeline Theories/Deku Tree's Success
8331,Archive:Timeline Theories/Other Community Theories
8332,Archive:Timeline Theories/Split Timeline Disciplines
8333,Archive:Timeline Theories
8334,Arizona
8335,Arkadai
8336,Arm-Mimic
8337,Magic Ring
8338,Armourer
8339,Unused Content
8340,Ingredient
8341,Arpagos
8342,Trading Items in Zelda: The Wand of Gamelon
8343,Arrgi
8344,Arrow Shooter
8345,The Legend of Zelda: Art & Artifacts
8346,Artistic Cannon
8347,Aru Ainu
8348,Aruroda
8349,The Legend of Zelda (Valiant Comics)/Issue 6
8350,Badge
8351,Asuka Ota
8352,Auction
8353,House of Wealth
8354,Autojump
8355,Seasons
8356,Average Middle-Aged Man
8357,Aviana
8358,Aypo
8359,Azusa
8360,Player
8361,BS The Legend of Zelda: Ancient Stone Tablets/Credits
8362,Transformation
8363,Hidden Skill
8364,Badge Market
8365,Bago-Bago
8366,Bait
8367,Ball
8368,Ball and Chain Soldier
8369,Balloon (Disambiguation)
8370,Band Rehearsal
8371,Banzai Otter
8372,Vendoss
8373,Zelda Barcode Battler
8374,Mama's Cafe
8375,Barnes Bomb Shop
8376,Basement Shop
8377,Basket
8378,Battle Axe
8379,Battle Bat
8380,Challenge Mode
8381,Battle Formations
8382,Battle Wheel
8383,Battle of the Triforce
8384,Swamp Tourist Center Guide
8385,Light Beam
8386,Beanstalk
8387,Bearded Baron
8388,Beaver Brothers
8389,Beaver Falls Race
8390,Zelda Wiki:Becoming a Part of Zelda Wiki
8391,Big Key
8392,Bee (Disambiguation)
8393,Beedle's Airshop
8394,Special Chart
8395,Horned Colossus Beetle
8396,Beedle's Membership Cards
8397,Beedle's Shop
8398,Beekeeper's Hut
8399,Beetle (Enemy)
8400,Beetle (Item)
8401,Ultra Death Bug
8402,Bell Anchor
8403,Bell Prow
8404,Joanna and Potova
8405,Beth (Poe)
8406,Big Bad Max
8407,Big Bag
8408,Big Bang Game
8409,Big Chuchu
8410,Big Bomb
8411,Big Bomb Flower
8412,Boss Bot
8413,Decorations
8414,Big Dark Stalfos
8415,Deku Seed Bullet Bag
8416,Big Green Chuchu
8417,Big Liar
8418,Big Moblin
8419,Moldorm (Boss)
8420,Big Octo
8421,Big Poe (Boss)
8422,Switch
8423,Linked Game/Secrets
8424,Bipin's & Blossom's House
8425,Bipsom
8426,Bird
8427,Black Bokoblin
8428,Dye
8429,Black Lizalfos
8430,Black Moblin
8431,Black Orb
8432,Blacksmith's Daughter
8433,Blacksmith's Forge
8434,Blacksmith (A Link Between Worlds)
8435,Blacksmith (The Faces of Evil)
8436,Blacksmith (Zelda's Adventure)
8437,Blades of the Yiga
8438,Blazing Bat
8439,Blind the Thief
8440,Buzz Blob
8441,Bloober
8442,Blue-Maned Lynel
8443,Blue-Winged Heron
8444,Blue Arrow
8445,Blue Bokoblin
8446,Chuchu
8447,Blue Fairy
8448,Blue Lizalfos
8449,Maiden
8450,Blue Moblin
8451,Bo
8452,Boat
8453,Boat Cruise
8454,Bodyguards
8455,Bodyguard Salon
8456,Spoil
8457,Usable Enemy Weapons
8458,Captain (Hyrule Warriors)
8459,Bokoblin Outpost
8460,Bomb-Master Cannon
8461,Bomb Flower Store
8462,Bomb Hugging Squirrel
8463,Soldier (Enemy)
8464,Bomb Shopkeeper
8465,Bomb Shop Owner
8466,Bomb Soldier
8467,Bombfish
8468,Bombite
8469,Bone
8470,Boom Box
8471,Boomerang Demon
8472,Junk
8473,Boots (Disambiguation)
8474,Dr. Borville
8475,Bosco
8476,Category:Bosses
8477,Bosses in A Link Between Worlds
8478,Bosses in A Link to the Past
8479,Bosses in Ancient Stone Tablets
8480,Bosses in BS The Legend of Zelda
8481,Bosses in Battle Quest
8482,Bosses in Breath of the Wild
8483,Bosses in Four Swords
8484,Bosses in Four Swords Adventures
8485,Bosses in Freshly-Picked Tingle's Rosy Rupeeland
8486,Bosses in Hyrule Warriors
8487,Bosses in Link's Awakening
8488,Bosses in Majora's Mask
8489,Bosses in Ocarina of Time
8490,Bosses in Oracle of Ages
8491,Bosses in Oracle of Seasons
8492,Bosses in Phantom Hourglass
8493,Bosses in Ripened Tingle's Balloon Trip of Love
8494,Bosses in Skyward Sword
8495,Bosses in Spirit Tracks
8496,Bosses in The Adventure of Link
8497,Bosses in The Faces of Evil
8498,Bosses in The Legend of Zelda
8499,Bosses in The Minish Cap
8500,Bosses in The Wand of Gamelon
8501,Bosses in The Wind Waker
8502,Bosses in Tri Force Heroes
8503,Bosses in Twilight Princess
8504,Bosses in Zelda's Adventure
8505,Category:Bottle Items
8506,Bottle of Magic
8507,Bottled Water
8508,Items in Zelda's Adventure
8509,Chain Chomp
8510,Bow Moblin
8511,Bows in Breath of the Wild
8512,Boy
8513,Cobble Knights
8514,Train Cars
8515,Breath of the Wild Translations/All
8516,Breath of the Wild Translations/Characters
8517,Breath of the Wild Translations/Enemies
8518,Breath of the Wild Translations/Items
8519,Breath of the Wild Translations/Locations
8520,Breath of the Wild Translations/Miscellaneous
8521,Breath of the Wild Translations
8522,Bridge Worker's Home
8523,Bright Hull
8524,Swords of the Philips CD-i Games
8525,Link's Awakening Trading Sequence
8526,Brother Goriyas
8527,Bubble Blast
8528,Canonical Analysis and Game Grouping
8529,Community:Bulbapedia
8530,Bumper
8531,Bunnio
8532,Buri
8533,Ganon/Other Appearances
8534,Burr
8535,Bushy-Tailed Squirrel
8536,Buzz
8537,Buzz Blob Cave
8538,Philips CD-i
8539,Omuai
8540,Spells of Zelda's Adventure
8541,Cameos in The Legend of Zelda
8542,Cameos of The Legend of Zelda in Nintendo Media
8543,Cameos of The Legend of Zelda in Third-Party Media
8544,Camp Hyrule
8545,Lolly and Candy
8546,Cannon (Enemy)
8547,Cannon Soldier
8548,Cano
8549,Zelda Wiki:Canon Policy
8550,Capcom
8551,Captain (A Link Between Worlds)
8552,Coliseum
8553,Captain N: The Game Master
8554,Captain Rainbow
8555,Capture Staff
8556,Cargo
8557,Carver's Statue
8558,Healing Lady
8559,Castle Town Sewers
8560,Castle Graveyard
8561,Soldier
8562,Hyrule Castle Town (Twilight Princess)
8563,Cat Chat
8564,Catacombs
8565,Category:2D games
8566,Category:A Link Between Worlds Artwork
8567,Category:A Link Between Worlds Fan Art
8568,Category:A Link Between Worlds Files
8569,Category:A Link Between Worlds Logos
8570,Category:A Link Between Worlds Maps
8571,Category:A Link Between Worlds Merchandise
8572,Category:A Link Between Worlds Models
8573,Category:A Link Between Worlds Photographs
8574,Category:A Link Between Worlds Printed Media
8575,Category:A Link Between Worlds Renders
8576,Category:A Link Between Worlds Screenshots
8577,Category:A Link Between Worlds Sounds
8578,Category:A Link Between Worlds Sprites
8579,Category:A Link Between Worlds Symbols
8580,Category:A Link Between Worlds articles lacking sources
8581,Category:A Link Between Worlds articles needing attention
8582,Category:A Link Between Worlds articles needing improvement
8583,Category:A Link Between Worlds image(s) requested
8584,Category:A Link Between Worlds statements needing verification
8585,Category:A Link Between Worlds stubs
8586,Category:A Link to the Past & Four Swords Artwork
8587,Category:A Link to the Past & Four Swords Files
8588,Category:A Link to the Past & Four Swords Logos
8589,Category:A Link to the Past & Four Swords Printed Media
8590,Category:A Link to the Past & Four Swords Screenshots
8591,Category:A Link to the Past & Four Swords Sprites
8592,Category:A Link to the Past Artwork
8593,Category:A Link to the Past Fan Art
8594,Category:A Link to the Past Files
8595,Category:A Link to the Past Logos
8596,Category:A Link to the Past Maps
8597,Category:A Link to the Past Merchandise
8598,Category:A Link to the Past Photographs
8599,Category:A Link to the Past Printed Media
8600,Category:A Link to the Past Screenshots
8601,Category:A Link to the Past Sounds
8602,Category:A Link to the Past Sprites
8603,Category:A Link to the Past Symbols
8604,Category:A Link to the Past Videos
8605,Category:A Link to the Past articles lacking sources
8606,Category:A Link to the Past articles needing attention
8607,Category:A Link to the Past articles needing improvement
8608,Category:A Link to the Past image(s) requested
8609,Category:A Link to the Past statements needing verification
8610,Category:A Link to the Past stubs
8611,Category:Abilities
8612,Category:Akkala
8613,Category:Akkala Highlands
8614,Category:Akkala Sea
8615,Category:Ambiguously Canon Content
8616,Category:Anchors
8617,Category:Ancient Shrines
8618,Category:Ancient Stone Tablets Fan Art
8619,Category:Ancient Stone Tablets Files
8620,Category:Ancient Stone Tablets Maps
8621,Category:Ancient Stone Tablets Screenshots
8622,Category:Ancient Stone Tablets Sprites
8623,Category:Ancient Stone Tablets articles lacking sources
8624,Category:Ancient Stone Tablets articles needing attention
8625,Category:Ancient Stone Tablets articles needing improvement
8626,Category:Ancient Stone Tablets stubs
8627,Category:Ancient equipment
8628,Category:Animals
8629,Category:Animated series
8630,Category:Anouki
8631,Category:Aquatic and Water-based Enemies
8632,Category:Armor
8633,Category:Armor Sets in Breath of the Wild
8634,Category:Armor Shops
8635,Category:Armor in Breath of the Wild
8636,Category:Arrows
8637,Category:Arthropod Enemies
8638,Category:Articles Missing Images
8639,Category:Articles Missing Nomenclature
8640,Category:Articles Under Construction
8641,Category:Articles containing theories
8642,Category:Articles for deletion
8643,Category:Articles lacking sources
8644,Category:Articles needing attention
8645,Category:Articles needing improvement
8646,Category:Articles needing reorganization
8647,Category:Articles to be merged
8648,Category:Articles to be moved
8649,Category:Articles to be split
8650,Category:Articles to be updated
8651,Category:Articles to harmonize
8652,Category:Articles with conjectural titles
8653,Category:Articles with image(s) requested
8654,Category:Articles with improper style or tone
8655,Category:Articles with suspected plagiarism
8656,Category:Articles without neutrality
8657,Category:Artwork
8658,Category:Atypical and Occasional Enemies
8659,Category:Avian Enemies
8660,Category:Axes
8661,Category:BS The Legend of Zelda Artwork
8662,Category:BS The Legend of Zelda Files
8663,Category:BS The Legend of Zelda Maps
8664,Category:BS The Legend of Zelda Screenshots
8665,Category:BS The Legend of Zelda Sprites
8666,Category:BS The Legend of Zelda articles needing attention
8667,Category:BS The Legend of Zelda articles needing improvement
8668,Category:BS The Legend of Zelda image(s) requested
8669,Category:BS The Legend of Zelda statements needing clarification
8670,Category:BS The Legend of Zelda stubs
8671,Category:Bags
8672,Category:Barcode Battler II Files
8673,Category:Barcode Battler II Logos
8674,Category:Barcode Battler II Printed Media
8675,Category:Bars
8676,Category:Bat-like Creatures
8677,Category:Bays
8678,Category:Birds
8679,Category:Blin Family
8680,Category:Boats
8681,Category:Bodies of Water
8682,Category:Bodyguards
8683,Category:Books
8684,Category:Boomerangs
8685,Category:Boss Galleries
8686,Category:Boss Templates
8687,Category:Bosses in A Link Between Worlds
8688,Category:Bosses in A Link to the Past
8689,Category:Bosses in Ancient Stone Tablets
8690,Category:Bosses in BS The Legend of Zelda
8691,Category:Bosses in Battle Quest
8692,Category:Bosses in Breath of the Wild
8693,Category:Bosses in Four Swords
8694,Category:Bosses in Four Swords Adventures
8695,Category:Bosses in Freshly-Picked Tingle's Rosy Rupeeland
8696,Category:Bosses in Hyrule Warriors
8697,Category:Bosses in Hyrule Warriors Legends
8698,Category:Bosses in Link's Awakening
8699,Category:Bosses in Link's Awakening DX
8700,Category:Bosses in Majora's Mask
8701,Category:Bosses in Ocarina of Time
8702,Category:Bosses in Oracle of Ages
8703,Category:Bosses in Oracle of Seasons
8704,Category:Bosses in Phantom Hourglass
8705,Category:Bosses in Ripened Tingle's Balloon Trip of Love
