,from,relationship,to
22130,3955,USE,4396
22131,3956,GAME,7747
22132,3956,GAME,19
22133,3956,LOCATION,8699
22134,3956,MAIN_ITEM,4654
22135,3956,MINI_BOSS,188
22136,3956,BOSS,5855
22137,3957,FIRST_APPEARANCE,7736
22138,3957,FIRST_APPEARANCE,16
22139,3957,APPEARS_IN,7736
22140,3957,APPEARS_IN,7747
22141,3957,HOMELAND,3766
22142,3957,HOMELAND,4320
22143,3957,HOMETOWN,8664
22144,3957,HOMETOWN,8699
22145,3957,RACE,1959
22146,3958,FIRST_APPEARANCE,7789
22147,3958,FIRST_APPEARANCE,21
22148,3958,HOMELAND,3345
22149,3958,HOMETOWN,3358
22150,3958,RACE,2624
22151,3958,RACE,1959
22152,3959,FIRST_APPEARANCE,7795
22153,3959,FIRST_APPEARANCE,33
22154,3959,USE,4550
22155,3959,USE,3520
22156,3961,FIRST_APPEARANCE,7798
22157,3961,FIRST_APPEARANCE,24
22158,3961,HOMELAND,5609
22159,3961,KINDRED,5746
22160,3961,KINDRED,7526
22161,3961,KINDRED,4848
22162,3961,RACE,3729
22163,3962,FIRST_APPEARANCE,7710
22164,3962,HOMELAND,3766
22165,3962,RACE,3729
22166,3963,FIRST_APPEARANCE,7767
22167,3963,FIRST_APPEARANCE,29
22168,3963,HOMELAND,7845
22169,3963,HOMETOWN,6984
22170,3963,KINDRED,4304
22171,3963,KINDRED,8547
22172,3963,RACE,3745
22173,3965,FIRST_APPEARANCE,7712
22174,3965,FIRST_APPEARANCE,22
22175,3965,LOCATION,7851
22176,3965,LOCATION,3879
22177,3965,EFFECTIVE_WEAPON,4402
22178,3965,EFFECTIVE_WEAPON,7464
22179,3966,FIRST_APPEARANCE,7789
22180,3966,FIRST_APPEARANCE,21
22181,3966,LOCATION,2260
22182,3966,LOCATION,2882
22183,3966,EFFECTIVE_WEAPON,7410
22184,3966,EFFECTIVE_WEAPON,4939
22185,3966,SPOILS,3520
22186,3967,FIRST_APPEARANCE,7727
22187,3967,FIRST_APPEARANCE,18
22188,3967,COUNTRY,7604
22189,3967,REGION,8680
22190,3967,PURPOSE,7660
22191,3967,PURPOSE,882
22192,3967,CHARACTERISTICS,8684
22193,3967,CHARACTERISTICS,3970
22194,3968,FIRST_APPEARANCE,7789
22195,3968,FIRST_APPEARANCE,21
22196,3968,HOMELAND,3345
22197,3968,HOMETOWN,8478
22198,3968,RACE,3745
22199,3968,AFFILIATION,4164
22200,3969,FIRST_APPEARANCE,7701
22201,3969,FIRST_APPEARANCE,35
22202,3969,HOMELAND,3766
22203,3969,HOMETOWN,7117
22204,3969,RACE,3745
22205,3970,FIRST_APPEARANCE,7727
22206,3970,FIRST_APPEARANCE,18
22207,3970,HOMELAND,7604
22208,3970,HOMETOWN,8680
22209,3970,RACE,8670
22210,3970,AFFILIATION,7660
22211,3972,FIRST_APPEARANCE,7782
22212,3972,FIRST_APPEARANCE,23
22213,3972,HOMELAND,3766
22214,3972,HOMETOWN,3797
22215,3972,RACE,3745
22216,3973,FIRST_APPEARANCE,7701
22217,3973,FIRST_APPEARANCE,35
22218,3973,COUNTRY,3766
22219,3974,FIRST_APPEARANCE,7701
22220,3974,HOMELAND,3766
22221,3974,HOMETOWN,3975
22222,3974,RACE,6818
22223,3975,GAME,7701
22224,3975,GAME,35
22225,3975,MAIN_ITEM,7188
22226,3977,APPEARANCES,7767
22227,3977,APPEARANCES,29
22228,3977,FOUND,1607
22229,3977,FOUND,226
22230,3977,USE,6642
22231,3978,FIRST_APPEARANCE,7767
22232,3978,FIRST_APPEARANCE,29
22233,3978,HOMELAND,3766
22234,3978,HOMETOWN,4335
22235,3978,RACE,5692
22236,3978,AFFILIATION,2507
22237,3979,FIRST_APPEARANCE,7701
22238,3979,FIRST_APPEARANCE,35
22239,3979,HOMELAND,3766
22240,3979,HOMETOWN,7128
22241,3979,RACE,3195
22242,3980,FIRST_APPEARANCE,7701
22243,3980,FIRST_APPEARANCE,35
22244,3980,HOMELAND,3766
22245,3980,HOMETOWN,98
22246,3980,KINDRED,6312
22247,3980,KINDRED,1581
22248,3980,RACE,6818
22249,3982,FIRST_APPEARANCE,3802
22250,3982,FIRST_APPEARANCE,34
22251,3982,APPEARANCES,3801
22252,3982,FOUND,1802
22253,3982,USE,5914
22254,3983,FIRST_APPEARANCE,7689
22255,3983,FIRST_APPEARANCE,31
22256,3983,FOUND,6132
22257,3984,FIRST_APPEARANCE,2786
22258,3984,FIRST_APPEARANCE,24
22259,3984,HOMELAND,2619
22260,3984,HOMETOWN,5900
22261,3984,KINDRED,4755
22262,3984,KINDRED,5160
22263,3984,RACE,3729
22264,3985,FIRST_APPEARANCE,7701
22265,3985,FIRST_APPEARANCE,35
22266,3985,COUNTRY,3766
22267,3986,FIRST_APPEARANCE,7701
22268,3986,FIRST_APPEARANCE,35
22269,3986,HOMELAND,3766
22270,3986,HOMETOWN,8662
22271,3986,RACE,8670
22272,3988,FIRST_APPEARANCE,7727
22273,3988,FIRST_APPEARANCE,18
22274,3988,TITLE,649
22275,3988,HOMELAND,7604
22276,3988,HOMETOWN,1651
22277,3988,RACE,3745
22278,3988,AFFILIATION,649
22279,3989,FIRST_APPEARANCE,7782
22280,3989,FIRST_APPEARANCE,23
22281,3989,HOMELAND,3766
22282,3989,HOMETOWN,3797
22283,3989,KINDRED,8289
22284,3989,KINDRED,4021
22285,3989,RACE,3745
22286,3990,FIRST_APPEARANCE,7789
22287,3990,FIRST_APPEARANCE,21
22288,3990,HOMELAND,3345
22289,3990,HOMETOWN,8478
22290,3990,RACE,3745
22291,3990,AFFILIATION,4164
22292,3991,FIRST_APPEARANCE,7701
22293,3991,FIRST_APPEARANCE,35
22294,3991,HOMELAND,3766
22295,3991,HOMETOWN,5306
22296,3991,RACE,3745
22297,3992,FIRST_APPEARANCE,7673
22298,3992,FIRST_APPEARANCE,5
22299,3992,APPEARANCES,7673
22300,3992,APPEARANCES,7727
22301,3992,APPEARANCES,7747
22302,3992,APPEARANCES,7753
22303,3992,APPEARANCES,7789
22304,3992,APPEARANCES,7767
22305,3992,APPEARANCES,7795
22306,3992,PURPOSE,4550
22307,3993,FIRST_APPEARANCE,7736
22308,3993,FIRST_APPEARANCE,16
22309,3993,HOMELAND,3766
22310,3993,RACE,3745
22311,3993,AFFILIATION,886
22312,3994,FIRST_APPEARANCE,7701
22313,3994,HOMELAND,3766
22314,3994,HOMETOWN,3995
22315,3994,RACE,6818
22316,3995,GAME,7701
22317,3995,GAME,35
22318,3995,LOCATION,5290
22319,3995,MAIN_ITEM,2810
22320,3995,MAIN_ITEM,7188
22321,3996,FIRST_APPEARANCE,7760
22322,3996,FIRST_APPEARANCE,25
22323,3996,HOMELAND,8541
22324,3996,KINDRED,4001
22325,3996,RACE,3745
22326,3997,FIRST_APPEARANCE,7789
22327,3997,FIRST_APPEARANCE,21
22328,3997,APPEARS_IN,7789
22329,3997,APPEARS_IN,7782
22330,3997,HOMELAND,3345
22331,3997,HOMELAND,3766
22332,3997,HOMETOWN,5639
22333,3997,HOMETOWN,3797
22334,3997,KINDRED,65
22335,3997,KINDRED,6374
22336,3997,KINDRED,8653
22337,3997,RACE,3729
22338,3997,RACE,3745
22339,3998,FIRST_APPEARANCE,7736
22340,3998,FIRST_APPEARANCE,16
22341,3998,APPEARS_IN,7736
22342,3998,APPEARS_IN,7727
22343,3998,HOMELAND,3766
22344,3998,HOMELAND,7604
22345,3998,HOMETOWN,2731
22346,3998,HOMETOWN,3855
22347,3998,KINDRED,135
22348,3998,KINDRED,462
22349,3998,KINDRED,5014
22350,3998,RACE,2993
22351,3998,RACE,5870
22352,3998,AFFILIATION,5874
22353,3999,HOMELAND,3766
22354,3999,KINDRED,4028
22355,3999,RACE,3745
22356,4000,FIRST_APPEARANCE,7760
22357,4000,FIRST_APPEARANCE,25
22358,4000,FOUND,4550
22359,4000,USE,3996
22360,4001,FIRST_APPEARANCE,7760
22361,4001,FIRST_APPEARANCE,25
22362,4001,KINDRED,3996
22363,4001,RACE,3745
22364,4002,FIRST_APPEARANCE,7701
22365,4002,HOMELAND,3766
22366,4002,HOMETOWN,4003
22367,4002,RACE,6818
22368,4003,GAME,7701
22369,4003,GAME,35
22370,4003,LOCATION,5291
22371,4003,MAIN_ITEM,7188
22372,4003,ITEM_USED,4802
22373,4003,ITEM_USED,7288
22374,4004,FIRST_APPEARANCE,7701
22375,4004,FIRST_APPEARANCE,35
22376,4004,HOMELAND,3766
22377,4005,FIRST_APPEARANCE,7782
22378,4005,FIRST_APPEARANCE,23
22379,4005,HOMELAND,3766
22380,4005,RACE,5122
22381,4005,AFFILIATION,8044
22382,4007,FIRST_APPEARANCE,7701
22383,4007,FIRST_APPEARANCE,35
22384,4007,FOUND,4055
22385,4008,FIRST_APPEARANCE,2786
22386,4008,FIRST_APPEARANCE,24
22387,4008,HOMELAND,2619
22388,4008,HOMETOWN,5900
22389,4008,RACE,3729
22390,4009,FIRST_APPEARANCE,7701
22391,4009,FIRST_APPEARANCE,35
22392,4009,HOMELAND,3766
22393,4009,HOMETOWN,2749
22394,4009,RACE,3745
22395,4010,FIRST_APPEARANCE,7798
22396,4010,FIRST_APPEARANCE,24
22397,4010,HOMELAND,3766
22398,4010,HOMETOWN,3776
22399,4010,RACE,3745
22400,4011,FIRST_APPEARANCE,7782
22401,4011,FIRST_APPEARANCE,23
22402,4011,FOUND,902
22403,4011,FOUND,6420
22404,4011,FOUND,8466
22405,4011,USE,4550
22406,4012,FIRST_APPEARANCE,7789
22407,4012,FIRST_APPEARANCE,21
22408,4012,FOUND,8478
22409,4012,FOUND,5980
22410,4013,FIRST_APPEARANCE,7789
22411,4013,FIRST_APPEARANCE,21
22412,4013,FOUND,610
22413,4013,FOUND,8076
22414,4013,USE,5319
22415,4013,USE,434
22416,4015,FIRST_APPEARANCE,7776
22417,4015,FIRST_APPEARANCE,27
22418,4015,HOMELAND,5425
22419,4015,HOMETOWN,898
22420,4016,FIRST_APPEARANCE,7789
22421,4016,FIRST_APPEARANCE,21
22422,4016,FOUNDED_IN,8478
22423,4016,GOALS,8478
22424,4016,LEADER,5319
22425,4016,MEMBERS,6562
22426,4016,MEMBERS,8709
22427,4016,ALLIES,4550
22428,4018,FIRST_APPEARANCE,7701
22429,4018,FIRST_APPEARANCE,35
22430,4018,HOMELAND,3766
22431,4018,HOMETOWN,7051
22432,4018,RACE,3745
22433,4019,FIRST_APPEARANCE,2786
22434,4019,FIRST_APPEARANCE,24
22435,4019,HOMELAND,6692
22436,4019,KINDRED,2716
22437,4019,KINDRED,2214
22438,4019,KINDRED,2212
22439,4019,RACE,3729
22440,4019,AFFILIATION,733
22441,4020,FIRST_APPEARANCE,7701
22442,4020,FIRST_APPEARANCE,35
22443,4020,HOMELAND,3766
22444,4020,HOMETOWN,2979
22445,4020,RACE,3745
22446,4021,FIRST_APPEARANCE,7782
22447,4021,FIRST_APPEARANCE,23
22448,4021,HOMELAND,3766
22449,4021,HOMETOWN,3797
22450,4021,KINDRED,8289
22451,4021,KINDRED,3989
22452,4021,RACE,3745
22453,4021,AFFILIATION,8584
22454,4022,FIRST_APPEARANCE,7736
22455,4022,FIRST_APPEARANCE,16
22456,4022,APPEARANCES,7736
22457,4022,APPEARANCES,7727
22458,4022,APPEARANCES,7789
22459,4022,APPEARANCES,7712
22460,4022,APPEARANCES,7798
22461,4022,APPEARANCES,7760
22462,4022,APPEARANCES,7776
22463,4022,APPEARANCES,7767
22464,4022,APPEARANCES,7701
22465,4022,LEARNED,7482
22466,4022,LEARNED,5596
22467,4022,LEARNED,5632
22468,4022,LEARNED,6466
22469,4023,FIRST_APPEARANCE,8636
22470,4023,FIRST_APPEARANCE,6
22471,4023,LEARNED,8048
22472,4023,POWER,4550
22473,4024,FIRST_APPEARANCE,7798
22474,4024,FIRST_APPEARANCE,24
22475,4024,LEARNED,3600
22476,4024,REQUIREMENTS,7464
22477,4025,FIRST_APPEARANCE,8636
22478,4025,FIRST_APPEARANCE,6
22479,4025,LEARNED,5303
22480,4025,REQUIREMENTS,7464
22481,4026,FIRST_APPEARANCE,7789
22482,4026,FIRST_APPEARANCE,21
22483,4026,HOMELAND,3345
22484,4026,HOMETOWN,8478
22485,4026,RACE,3745
22486,4026,AFFILIATION,4164
22487,4027,APPEARS_IN,7782
22488,4027,APPEARS_IN,23
22489,4027,HOMELAND,3766
22490,4027,HOMETOWN,3797
22491,4027,RACE,3745
22492,4028,FIRST_APPEARANCE,7701
22493,4028,FIRST_APPEARANCE,35
22494,4028,HOMELAND,3766
22495,4028,KINDRED,3999
22496,4028,RACE,3745
22497,4029,FIRST_APPEARANCE,2786
22498,4029,FIRST_APPEARANCE,24
22499,4029,HOMELAND,2619
22500,4029,HOMETOWN,1968
22501,4029,KINDRED,63
22502,4029,RACE,3729
22503,4030,FIRST_APPEARANCE,7701
22504,4030,HOMELAND,3766
22505,4030,HOMETOWN,4031
22506,4030,RACE,6818
22507,4031,GAME,7701
22508,4031,GAME,35
22509,4031,LOCATION,2506
22510,4031,MAIN_ITEM,7188
22511,4032,FIRST_APPEARANCE,7701
22512,4032,HOMELAND,3766
22513,4032,HOMETOWN,4033
22514,4032,RACE,6818
22515,4033,GAME,7701
22516,4033,GAME,35
22517,4033,LOCATION,3794
22518,4033,MAIN_ITEM,7188
22519,4034,FIRST_APPEARANCE,7701
22520,4034,HOMELAND,3766
22521,4034,HOMETOWN,3200
22522,4034,KINDRED,401
22523,4034,KINDRED,3566
22524,4034,RACE,3195
22525,4035,FIRST_APPEARANCE,7701
22526,4035,FIRST_APPEARANCE,35
22527,4035,HOMELAND,3766
22528,4035,HOMETOWN,4078
22529,4035,RACE,2951
22530,4036,FIRST_APPEARANCE,7736
22531,4036,FIRST_APPEARANCE,16
22532,4036,APPEARS_IN,7736
22533,4036,APPEARS_IN,7727
22534,4036,APPEARS_IN,7712
22535,4036,ALTERNATE_FORM_OF,6123
22536,4036,AFFILIATION,169
22537,4036,AFFILIATION,6745
22538,4036,AFFILIATION,4550
22539,4037,FIRST_APPEARANCE,7701
22540,4037,FIRST_APPEARANCE,35
22541,4037,COUNTRY,3766
22542,4037,REGION,104
22543,4038,FIRST_APPEARANCE,7727
22544,4038,FIRST_APPEARANCE,18
22545,4038,POWER,4039
22546,4039,FIRST_APPEARANCE,7727
22547,4039,FIRST_APPEARANCE,18
22548,4039,HOMELAND,7604
22549,4039,HOMETOWN,1651
22550,4039,KINDRED,4953
22551,4039,KINDRED,4754
22552,4039,KINDRED,197
22553,4039,KINDRED,8010
22554,4039,KINDRED,196
22555,4039,RACE,3745
22556,4040,FIRST_APPEARANCE,7776
22557,4040,FIRST_APPEARANCE,27
22558,4040,HOMELAND,5425
22559,4040,HOMETOWN,3243
22560,4040,RACE,3195
22561,4041,FIRST_APPEARANCE,7701
22562,4041,HOMELAND,3766
22563,4041,HOMETOWN,4042
22564,4041,RACE,6818
22565,4042,GAME,7701
22566,4042,GAME,35
22567,4042,MAIN_ITEM,7188
22568,4043,FIRST_APPEARANCE,7701
22569,4043,FIRST_APPEARANCE,35
22570,4043,HOMELAND,3766
22571,4043,HOMETOWN,4044
22572,4043,RACE,6818
22573,4044,GAME,7701
22574,4044,GAME,35
22575,4044,LOCATION,7497
22576,4044,MAIN_ITEM,7188
22577,4045,FIRST_APPEARANCE,7701
22578,4045,FIRST_APPEARANCE,35
22579,4045,HOMELAND,3766
22580,4045,HOMETOWN,4046
22581,4045,RACE,6818
22582,4046,GAME,7701
22583,4046,GAME,35
22584,4046,LOCATION,5674
22585,4046,MAIN_ITEM,7188
22586,4047,FIRST_APPEARANCE,7701
22587,4047,FIRST_APPEARANCE,35
22588,4047,HOMELAND,3766
22589,4047,HOMETOWN,7117
22590,4047,RACE,3745
22591,4048,FIRST_APPEARANCE,7701
22592,4048,FIRST_APPEARANCE,35
22593,4048,HOMELAND,3766
22594,4048,HOMETOWN,3200
22595,4048,RACE,3195
22596,4049,FIRST_APPEARANCE,7694
22597,4049,FIRST_APPEARANCE,10
22598,4049,COUNTRY,3766
22599,4049,REGION,4055
22600,4049,INHABITANTS,2689
22601,4051,FIRST_APPEARANCE,7701
22602,4051,FIRST_APPEARANCE,35
22603,4051,COUNTRY,3766
22604,4051,REGION,8414
22605,4051,POINT_OF_INTEREST,830
22606,4052,FIRST_APPEARANCE,7798
22607,4052,FIRST_APPEARANCE,24
22608,4052,COUNTRY,3766
22609,4052,REGION,2328
22610,4053,FIRST_APPEARANCE,7736
22611,4053,FIRST_APPEARANCE,16
22612,4053,APPEARS_IN,7736
22613,4053,APPEARS_IN,7798
22614,4053,APPEARS_IN,7701
22615,4053,COUNTRY,3766
22616,4053,REGION,4055
22617,4053,POINT_OF_INTEREST,3285
22618,4053,POINT_OF_INTEREST,6396
22619,4053,POINT_OF_INTEREST,6771
22620,4053,POINT_OF_INTEREST,4191
22621,4053,INHABITANTS,712
22622,4053,INHABITANTS,1689
22623,4053,INHABITANTS,5958
22624,4053,INHABITANTS,6051
22625,4054,FIRST_APPEARANCE,4541
22626,4054,FIRST_APPEARANCE,25
22627,4054,COUNTRY,3766
22628,4054,REGION,2328
22629,4055,FIRST_APPEARANCE,7694
22630,4055,FIRST_APPEARANCE,10
22631,4055,APPEARS_IN,7694
22632,4055,APPEARS_IN,7736
22633,4055,APPEARS_IN,7712
22634,4055,APPEARS_IN,7798
22635,4055,APPEARS_IN,7689
22636,4055,APPEARS_IN,7701
22637,4055,COUNTRY,3766
22638,4055,REGION,2328
22639,4055,REGION,8414
22640,4055,POINT_OF_INTEREST,3
22641,4055,POINT_OF_INTEREST,3714
22642,4055,POINT_OF_INTEREST,4049
22643,4055,POINT_OF_INTEREST,3274
22644,4055,POINT_OF_INTEREST,3717
22645,4055,POINT_OF_INTEREST,4053
22646,4055,POINT_OF_INTEREST,8403
22647,4055,POINT_OF_INTEREST,8481
22648,4055,POINT_OF_INTEREST,636
22649,4055,POINT_OF_INTEREST,2315
22650,4055,POINT_OF_INTEREST,2330
22651,4055,POINT_OF_INTEREST,4053
22652,4055,POINT_OF_INTEREST,4849
22653,4055,POINT_OF_INTEREST,6567
22654,4055,POINT_OF_INTEREST,5098
22655,4055,POINT_OF_INTEREST,2755
22656,4055,POINT_OF_INTEREST,3940
22657,4055,POINT_OF_INTEREST,2368
22658,4055,POINT_OF_INTEREST,3636
22659,4055,POINT_OF_INTEREST,4053
22660,4055,POINT_OF_INTEREST,4405
22661,4055,POINT_OF_INTEREST,5026
22662,4055,POINT_OF_INTEREST,5569
22663,4055,POINT_OF_INTEREST,6888
22664,4055,POINT_OF_INTEREST,7631
22665,4055,POINT_OF_INTEREST,7492
22666,4055,INHABITANTS,767
22667,4055,INHABITANTS,2689
22668,4055,INHABITANTS,6533
22669,4055,INHABITANTS,7447
22670,4055,INHABITANTS,8398
22671,4055,INHABITANTS,197
22672,4055,INHABITANTS,441
22673,4055,INHABITANTS,712
22674,4055,INHABITANTS,1649
22675,4055,INHABITANTS,2458
22676,4055,INHABITANTS,2665
22677,4055,INHABITANTS,3275
22678,4055,INHABITANTS,3388
22679,4055,INHABITANTS,3443
22680,4055,INHABITANTS,3676
22681,4055,INHABITANTS,3839
22682,4055,INHABITANTS,3993
22683,4055,INHABITANTS,4111
22684,4055,INHABITANTS,4858
22685,4055,INHABITANTS,4861
22686,4055,INHABITANTS,4862
22687,4055,INHABITANTS,5342
22688,4055,INHABITANTS,6501
22689,4055,INHABITANTS,6796
22690,4055,INHABITANTS,6855
22691,4055,INHABITANTS,6866
22692,4055,INHABITANTS,7527
22693,4055,INHABITANTS,4866
22694,4055,INHABITANTS,3366
22695,4055,INHABITANTS,6768
22696,4055,INHABITANTS,378
22697,4055,INHABITANTS,463
22698,4055,INHABITANTS,1671
22699,4055,INHABITANTS,2321
22700,4055,INHABITANTS,3862
22701,4055,INHABITANTS,4694
22702,4055,INHABITANTS,4848
22703,4055,INHABITANTS,5958
22704,4055,INHABITANTS,6213
22705,4055,INHABITANTS,7526
22706,4055,INHABITANTS,6534
22707,4055,INHABITANTS,370
22708,4055,INHABITANTS,427
22709,4055,INHABITANTS,705
22710,4055,INHABITANTS,2690
22711,4055,INHABITANTS,2756
22712,4055,INHABITANTS,3268
22713,4055,INHABITANTS,5100
22714,4055,INHABITANTS,6772
22715,4055,INHABITANTS,7361
22716,4055,INHABITANTS,7370
22717,4055,INHABITANTS,3875
22718,4055,INHABITANTS,5709
22719,4055,INHABITANTS,811
22720,4055,INHABITANTS,2145
22721,4055,INHABITANTS,1709
22722,4055,INHABITANTS,4262
22723,4055,INHABITANTS,5382
22724,4055,INHABITANTS,4416
22725,4055,INHABITANTS,1627
22726,4055,INHABITANTS,6345
22727,4055,INHABITANTS,8125
22728,4055,INHABITANTS,7309
22729,4055,INHABITANTS,5570
22730,4055,INHABITANTS,5027
22731,4055,INHABITANTS,5571
22732,4055,INHABITANTS,4278
22733,4056,FIRST_APPEARANCE,7736
22734,4056,FIRST_APPEARANCE,16
22735,4056,LOCATION,4055
22736,4056,OBJECTIVE,6442
22737,4056,PRIZE,6071
22738,4056,PRIZE,6442
22739,4056,PROPRIETOR,4862
22740,4057,FIRST_APPEARANCE,1676
22741,4057,FIRST_APPEARANCE,27
22742,4057,RACE,6623
22743,4058,FIRST_APPEARANCE,7701
22744,4058,FIRST_APPEARANCE,35
22745,4058,HOMELAND,3766
22746,4058,HOMETOWN,2979
22747,4059,FIRST_APPEARANCE,7760
22748,4059,FIRST_APPEARANCE,25
22749,4059,FOUND,6719
22750,4059,USE,3662
22751,4060,FIRST_APPEARANCE,7789
22752,4060,FIRST_APPEARANCE,21
22753,4060,LOCATION,2710
22754,4060,LOCATION,2882
22755,4060,EFFECTIVE_WEAPON,676
22756,4060,EFFECTIVE_WEAPON,7464
22757,4060,SPOILS,3520
22758,4061,FIRST_APPEARANCE,7701
22759,4061,HOMELAND,3766
22760,4061,HOMETOWN,4062
22761,4061,RACE,6818
22762,4062,GAME,7701
22763,4062,GAME,35
22764,4062,MAIN_ITEM,7188
22765,4063,FIRST_APPEARANCE,7701
22766,4063,FIRST_APPEARANCE,35
22767,4063,COUNTRY,3766
22768,4064,FIRST_APPEARANCE,7727
22769,4064,FIRST_APPEARANCE,18
22770,4064,POWER,1837
22771,4065,FIRST_APPEARANCE,7727
22772,4065,FIRST_APPEARANCE,18
22773,4065,HOMELAND,7604
22774,4065,RACE,2993
22775,4065,RACE,3745
22776,4066,FIRST_APPEARANCE,7701
22777,4066,HOMELAND,3766
22778,4066,HOMETOWN,4067
22779,4066,RACE,6818
22780,4067,GAME,7701
22781,4067,GAME,35
22782,4067,LOCATION,1936
22783,4068,FIRST_APPEARANCE,7789
22784,4068,FIRST_APPEARANCE,21
22785,4068,HOMELAND,3345
22786,4068,HOMETOWN,8478
22787,4068,RACE,3745
22788,4069,FIRST_APPEARANCE,2786
22789,4069,FIRST_APPEARANCE,24
22790,4069,LOCATION,7304
22791,4070,FIRST_APPEARANCE,7701
22792,4070,FIRST_APPEARANCE,35
22793,4070,HOMELAND,3766
22794,4070,HOMETOWN,4358
22795,4070,RACE,3745
22796,4071,FIRST_APPEARANCE,7720
22797,4071,FIRST_APPEARANCE,11
22798,4071,COUNTRY,4244
22799,4072,FIRST_APPEARANCE,7701
22800,4072,FIRST_APPEARANCE,35
22801,4072,COUNTRY,3766
22802,4072,REGION,104
22803,4073,FIRST_APPEARANCE,7789
22804,4073,FIRST_APPEARANCE,21
22805,4073,HOMELAND,3345
22806,4073,HOMETOWN,8478
22807,4073,RACE,3745
22808,4074,FIRST_APPEARANCE,7701
22809,4074,FIRST_APPEARANCE,35
22810,4074,HOMELAND,3766
22811,4074,HOMETOWN,6274
22812,4074,RACE,6268
22813,4075,FIRST_APPEARANCE,7701
22814,4075,FIRST_APPEARANCE,35
22815,4075,HOMELAND,3766
22816,4075,HOMETOWN,7497
22817,4075,RACE,3745
22818,4077,FIRST_APPEARANCE,7701
22819,4077,FIRST_APPEARANCE,35
22820,4077,HOMELAND,3766
22821,4077,HOMETOWN,8662
22822,4077,HOMETOWN,7548
22823,4077,RACE,8670
22824,4078,FIRST_APPEARANCE,7701
22825,4078,FIRST_APPEARANCE,35
22826,4078,COUNTRY,3766
22827,4078,REGION,2956
22828,4078,POINT_OF_INTEREST,3883
22829,4078,INHABITANTS,8295
22830,4078,INHABITANTS,3450
22831,4078,INHABITANTS,434
22832,4078,INHABITANTS,2366
22833,4078,INHABITANTS,4813
22834,4078,INHABITANTS,6317
22835,4078,INHABITANTS,453
22836,4078,INHABITANTS,5466
22837,4078,INHABITANTS,6261
22838,4078,INHABITANTS,7351
22839,4078,INHABITANTS,6233
22840,4078,INHABITANTS,6783
22841,4078,INHABITANTS,4035
22842,4078,INHABITANTS,4272
22843,4079,FIRST_APPEARANCE,7720
22844,4079,FIRST_APPEARANCE,16
22845,4079,LOCATION,1677
22846,4079,EFFECTIVE_WEAPON,7464
22847,4079,EFFECTIVE_WEAPON,5927
22848,4080,FIRST_APPEARANCE,7767
22849,4080,FIRST_APPEARANCE,29
22850,4080,HOMELAND,7845
22851,4080,HOMETOWN,6984
22852,4080,RACE,3745
22853,4081,FIRST_APPEARANCE,7789
22854,4081,FIRST_APPEARANCE,21
22855,4081,APPEARANCES,7789
22856,4081,APPEARANCES,7798
22857,4081,LOCATION,2177
22858,4081,LOCATION,2596
22859,4081,LOCATION,3701
22860,4081,LOCATION,8201
22861,4081,LOCATION,2651
22862,4081,LOCATION,6740
22863,4081,LOCATION,7281
22864,4081,LOCATION,504
22865,4081,LOCATION,5413
22866,4081,LOCATION,8040
22867,4081,LOCATION,3787
22868,4081,LOCATION,1624
22869,4081,LOCATION,3771
22870,4081,EFFECTIVE_WEAPON,3591
22871,4081,EFFECTIVE_WEAPON,676
22872,4081,EFFECTIVE_WEAPON,7464
22873,4081,SPOILS,3134
22874,4082,FIRST_APPEARANCE,7701
22875,4082,FIRST_APPEARANCE,35
22876,4082,HOMELAND,3766
22877,4082,HOMETOWN,3507
22878,4082,KINDRED,1631
22879,4082,RACE,3745
22880,4083,FIRST_APPEARANCE,7701
22881,4083,FIRST_APPEARANCE,35
22882,4083,HOMELAND,3766
22883,4083,HOMETOWN,2979
22884,4083,RACE,2951
22885,4084,FIRST_APPEARANCE,7701
22886,4084,FIRST_APPEARANCE,35
22887,4084,HOMELAND,3766
22888,4084,HOMETOWN,3507
22889,4084,KINDRED,623
22890,4084,KINDRED,3725
22891,4084,RACE,3745
22892,4084,AFFILIATION,624
22893,4085,FIRST_APPEARANCE,7721
22894,4085,HOMELAND,4244
22895,4085,HOMETOWN,8208
22896,4085,RACE,5171
22897,4086,FIRST_APPEARANCE,7701
22898,4086,FIRST_APPEARANCE,35
22899,4086,COUNTRY,3766
22900,4086,REGION,2956
22901,4086,POINT_OF_INTEREST,6869
22902,4086,POINT_OF_INTEREST,8576
22903,4086,INHABITANTS,4278
22904,4086,INHABITANTS,8575
22905,4087,FIRST_APPEARANCE,7789
22906,4087,FIRST_APPEARANCE,21
22907,4087,HOMELAND,3345
22908,4087,KINDRED,334
22909,4087,RACE,3745
22910,4088,FIRST_APPEARANCE,7701
22911,4088,FIRST_APPEARANCE,35
22912,4088,HOMELAND,3766
22913,4088,HOMETOWN,6274
22914,4088,KINDRED,123
22915,4088,KINDRED,1736
22916,4088,KINDRED,2945
22917,4088,KINDRED,4151
22918,4088,KINDRED,4292
22919,4088,KINDRED,5498
22920,4088,RACE,6268
22921,4089,FIRST_APPEARANCE,8636
22922,4089,FIRST_APPEARANCE,6
22923,4089,COUNTRY,3766
22924,4089,REGION,2290
22925,4089,INHABITANTS,8493
22926,4090,FIRST_APPEARANCE,7701
22927,4090,HOMELAND,3766
22928,4090,HOMETOWN,4091
22929,4090,RACE,6818
