,source,source_str,relation,name,dst_str,dst
4794,4531,Linebeck_Island.html,locat_in,region,,
4795,4532,Linebeck_Trading.html,locat_from,The Legend of Zelda,,
4796,4534,Link%2FSoulcalibur_II.html,charact_in,version,,
4797,4535,Link%2FSuper_Smash_Bros.html,charact_in,series,,
4798,4536,Link's_Awakening.html,releas_in,Japan,,
4799,4536,Link's_Awakening.html,releas_on,"June 6, 1993",,
4800,4536,Link's_Awakening.html,releas_on,December 31,,
4801,4537,Link's_Boots.html,worn_by,Link,Link/Hyrule_Warriors.html,4533.0
4802,4537,Link's_Boots.html,worn_as,part,,
4803,4538,Link's_Butler.html,charact_from,The Legend of Zelda,,
4804,4539,Link's_Cabana.html,locat_from,The Legend of Zelda,,
4805,4539,Link's_Cabana.html,given_to,Link,Link.html,4550.0
4806,4539,Link's_Cabana.html,given_by,player,,
4807,4539,Link's_Cabana.html,given_during,Registration,,
4808,4540,Link's_Cow.html,charact_in,The Legend of Zelda,,
4809,4541,Link's_Crossbow_Training.html,releas_in,North America,,
4810,4541,Link's_Crossbow_Training.html,releas_on,"November 19, 2007",,
4811,4541,Link's_Crossbow_Training.html,releas_in,region,,
4812,4541,Link's_Crossbow_Training.html,releas_in,Europe,,
4813,4541,Link's_Crossbow_Training.html,releas_on,"December 7, 2007",,
4814,4541,Link's_Crossbow_Training.html,releas_on,"December 13, 2007",,
4815,4541,Link's_Crossbow_Training.html,releas_in,Japan,,
4816,4541,Link's_Crossbow_Training.html,releas_on,"May 1, 2008",,
4817,4542,Link's_Fairy_Companion.html,charact_throughout,Legend,,
4818,4543,Link's_Father.html,charact_in,mediums,,
4819,4544,Link's_Grandma.html,charact_from,The Legend of Zelda,,
4820,4544,Link's_Grandma.html,live_on,Outset Island,Outset_Island.html,5639.0
4821,4544,Link's_Grandma.html,live_with,grandchildren,,
4822,4545,Link's_House.html,locat_from,Legend,,
4823,4548,Link's_Scarf.html,worn_by,Link,Link/Hyrule_Warriors.html,4533.0
4824,4549,Link's_Uncle.html,charact_from,The Legend of Zelda,,
4825,4549,Link's_Uncle.html,given_as,Alfon,,
4826,4551,Link__The_Faces_of_Evil.html,releas_for,i,,
4827,4551,Link__The_Faces_of_Evil.html,releas_in,1993,1993.html,11.0
4828,4551,Link__The_Faces_of_Evil.html,releas_on,the same day,,
4829,4551,Link__The_Faces_of_Evil.html,releas_for,the Super Nintendo Entertainment System,,
4830,4553,Link_of_the_Gorons.html,charact_from,The Legend of Zelda,,
4831,4553,Link_of_the_Gorons.html,defeat_after,Link,Link.html,4550.0
4832,4555,Link_the_Goron.html,charact_from,The Legend of Zelda,,
4833,4556,Link_the_Pig.html,charact_from,The Legend of Zelda,,
4834,4557,Link_to_the_Past.html,releas_in,Japan,,
4835,4557,Link_to_the_Past.html,releas_in,North America,,
4836,4559,Linkle's_Boots.html,worn_by,Linkle,Linkle.html,4565.0
4837,4559,Linkle's_Boots.html,worn_as,part,,
4838,4563,Linkle's_House.html,locat_in,Village,,
4839,4564,Linkle's_Village.html,locat_of,House,,
4840,4565,Linkle.html,charact_in,Hyrule Warriors Legends,Hyrule_Warriors_Legends.html,3802.0
4841,4566,Lion.html,charact_from,Trip,,
4842,4571,List_of_dungeons.html,dungeon_in,The Legend of Zelda,,
4843,4575,List_of_final_bosses.html,boss_in,Legend,,
4844,4578,List_of_items_in_The_Legend_of_Zelda__A_Link_Between_Worlds.html,item_in,The Legend of Zelda,,
4845,4580,List_of_items_in_The_Legend_of_Zelda__Breath_of_the_Wild.html,item_in,The Legend of Zelda:,,
4846,4582,List_of_items_in_The_Legend_of_Zelda__Ocarina_of_Time.html,object_for,access,,
4847,4584,List_of_items_in_The_Legend_of_Zelda__Spirit_Tracks.html,item_in,The Legend of Zelda,,
4848,4587,List_of_items_in_Zelda_II__The_Adventure_of_Link.html,item_in,Zelda II,,
4849,4606,List_of_locations_in_The_Legend_of_Zelda__Twilight_Princess.html,locat_in,The Legend of Zelda:,,
4850,4606,List_of_locations_in_The_Legend_of_Zelda__Twilight_Princess.html,locat_In,version,,
4851,4606,List_of_locations_in_The_Legend_of_Zelda__Twilight_Princess.html,locat_in,place,,
4852,4610,Little_Sister's_Big_Request.html,quest_in,The Legend of Zelda:,,
4853,4610,Little_Sister's_Big_Request.html,given_to,Link,Link.html,4550.0
4854,4611,Little_Twin_Bridge.html,locat_in,The Legend of Zelda:,,
4855,4611,Little_Twin_Bridge.html,locat_in,part,,
4856,4613,Lizal_Boomerang.html,item_in,The Legend of Zelda:,,
4857,4614,Lizal_Bow.html,item_in,The Legend of Zelda:,,
4858,4615,Lizal_Forked_Boomerang.html,item_in,The Legend of Zelda:,,
4859,4616,Lizal_Shield.html,item_in,The Legend of Zelda:,,
4860,4618,Lizal_Tri-Boomerang.html,obtain_via,amiibo,,
4861,4619,Lizalfos.html,enemi_in,the Legend of Zelda,,
4862,4619,Lizalfos.html,region_of,the Gerudo Desert,,
4863,4620,Lizalfos_Arm.html,item_in,The Legend of Zelda:,,
4864,4622,Lizalfos_Gauntlet.html,worn_by,Lizalfos and Lizalfos Chieftains,,
4865,4623,Lizalfos_Horn.html,item_from,The Legend of Zelda:,,
4866,4624,Lizalfos_Mask.html,item_from,The Legend of Zelda:,,
4867,4624,Lizalfos_Mask.html,mask_near,Lizalfos,Lizalfos.html,4619.0
4868,4624,Lizalfos_Mask.html,enemi_from,race,,
4869,4626,Lizalfos_Tail.html,item_from,The Legend of Zelda:,,
4870,4626,Lizalfos_Tail.html,obtain_from,Lizalfos,Lizalfos.html,4619.0
4871,4626,Lizalfos_Tail.html,shop_for,28 Rupees,,
4872,4626,Lizalfos_Tail.html,shop_at,Fang,,
4873,4627,Lizalfos_Talon.html,item_from,The Legend of Zelda:,,
4874,4629,Lizard_Tail.html,item_from,The Legend of Zelda,,
4875,4630,Lobarrier.html,enemi_from,The Legend of Zelda,,
4876,4633,Locked_Mementos.html,quest_from,The Legend of Zelda,,
4877,4633,Locked_Mementos.html,given_to,Link,Link.html,4550.0
4878,4633,Locked_Mementos.html,given_after,completion,,
4879,4634,Lockpicker.html,charact_from,The Legend of Zelda,,
4880,4634,Lockpicker.html,live_under,guise,,
4881,4635,Lockup.html,locat_from,The Legend of Zelda:,,
4882,4635,Lockup.html,locat_inside,dungeon,,
4883,4635,Lockup.html,dungeon_of,Hyrule Castle,Hyrule_Castle_(Breath_of_the_Wild).html,3770.0
4884,4635,Lockup.html,dungeon_in,the Hyrule Field region of Central Hyrule Several,,
4885,4635,Lockup.html,locat_in,room,,
4886,4636,Lodrum_Headland.html,locat_from,The Legend of Zelda:,,
4887,4636,Lodrum_Headland.html,locat_in,part,,
4888,4636,Lodrum_Headland.html,region_of,Hyrule,Hyrule.html,3766.0
4889,4637,Loftwing.html,race_from,The Legend of Zelda,,
4890,4637,Loftwing.html,region_in,The Sky Loftwings,,
4891,4639,Lokomo.html,race_from,The Legend of Zelda,,
4892,4641,Lokomo_Sword.html,sword_from,The Legend of Zelda,,
4893,4641,Lokomo_Sword.html,given_to,Link,Link.html,4550.0
4894,4642,Lolly.html,charact_from,The Legend of Zelda,,
4895,4642,Lolly.html,live_in,Hyrule Town,Hyrule_Town.html,3797.0
4896,4643,Lomei_Labyrinth_Island.html,locat_in,The Legend of Zelda:,,
4897,4643,Lomei_Labyrinth_Island.html,locat_in,the Akkala Sea region,,
4898,4645,Lon_Lon_Egg.html,given_to,Link,Link.html,4550.0
4899,4645,Lon_Lon_Egg.html,given_in,return,,
4900,4645,Lon_Lon_Egg.html,quest_for,Sword,,
4901,4646,Lon_Lon_Meadow.html,locat_from,Rosy Rupeeland,,
4902,4646,Lon_Lon_Meadow.html,locat_within,the First Continent Lon Lon Meadow,,
4903,4646,Lon_Lon_Meadow.html,inhabit_by,cows,Cow.html,1716.0
4904,4647,Lon_Lon_Milk.html,item_in,the Legend of Zelda,,
4905,4648,Lon_Lon_Ranch.html,locat_in,the Legend of Zelda,,
4906,4648,Lon_Lon_Ranch.html,locat_in,Ranch,,
4907,4649,Lon_Lon_Ranch_Key.html,item_from,The Legend of Zelda,,
4908,4651,Lone_Peak_Shrine.html,locat_from,The Legend of Zelda,,
4909,4651,Lone_Peak_Shrine.html,locat_across,chasm,,
4910,4653,Lonely_Goron.html,charact_from,The Legend of Zelda:,,
4911,4655,Long_Spear.html,item_from,The Legend of Zelda,,
4912,4656,Longshot.html,item_from,The Legend of Zelda,,
4913,4658,Lonni.html,charact_from,The Legend of Zelda:,,
4914,4659,Lookout_Platform.html,locat_from,The Legend of Zelda,,
4915,4659,Lookout_Platform.html,enemi_as,Bokoblins Kargarocs,,
4916,4660,Lookout_Post.html,locat_from,The Legend of Zelda:,,
4917,4660,Lookout_Post.html,locat_in,the Gerudo Desert region,,
4918,4661,Loone.html,charact_in,The Legend of Zelda:,,
4919,4662,Loot.html,charact_from,The Legend of Zelda,,
4920,4662,Loot.html,live_on,Windfall Island,Windfall_Island.html,8478.0
4921,4662,Loot.html,live_in,the Great Sea,,
4922,4663,Loovar.html,live_in,the Great Sea,,
4923,4664,Lopsa.html,charact_from,The Legend of Zelda,,
4924,4664,Lopsa.html,live_in,Link,Link.html,4550.0
4925,4665,Lord_Bullbo.html,charact_from,The Legend of Zelda:,,
4926,4666,Lord_Chapu-Chapu.html,mask_Unlike,fish,Fish.html,2624.0
4927,4667,Lord_Jabu-Jabu's_Belly.html,dungeon_in,The Legend of Zelda,,
4928,4668,Lord_Jabu-Jabu.html,charact_in,the Legend of Zelda,,
4929,4670,Lorn.html,charact_in,The Legend of Zelda:,,
4930,4671,Lorule.html,locat_from,The Legend of Zelda,,
4931,4672,Lorule_Castle.html,locat_in,the The Legend of Zelda:,,
4932,4672,Lorule_Castle.html,dungeon_of,game,,
4933,4673,Lorule_Guard.html,enemi_from,The Legend of Zelda,,
4934,4673,Lorule_Guard.html,enemi_inside,Lorule Castle,Lorule_Castle.html,4672.0
4935,4674,Lorulean_Earrings.html,obtain_on,the Lorule Adventure Map,,
4936,4676,Loshlo_Harbor.html,locat_in,The Legend of Zelda:,,
4937,4676,Loshlo_Harbor.html,locat_in,region,,
4938,4676,Loshlo_Harbor.html,region_of,Hyrule,Hyrule.html,3766.0
4939,4677,Lost_Hills.html,locat_from,The Legend of Zelda An area,,
4940,4678,Lost_Maiamai.html,item_from,The Legend of Zelda,,
4941,4678,Lost_Maiamai.html,region_of,world,,
4942,4679,Lost_Old_Man.html,charact_from,The Legend of Zelda,,
4943,4680,Lost_Woods.html,locat_in,the Legend of Zelda,,
4944,4680,Lost_Woods.html,region_of,Hyrule,Hyrule.html,3766.0
4945,4682,Lottery_Shop.html,locat_from,The Legend of Zelda,,
4946,4684,Lotus_Leaf_Root.html,quest_for,Song,,
4947,4687,Lover's_Pond.html,locat_in,The Legend of Zelda:,,
4948,4687,Lover's_Pond.html,locat_on,the Tuft Mountain,,
4949,4688,Lovers_Pond.html,locat_from,The Legend of Zelda:,,
4950,4688,Lovers_Pond.html,locat_of,Hyrule,Hyrule.html,3766.0
4951,4688,Lovers_Pond.html,locat_in,the Faron Region,,
4952,4689,Lowder.html,enemi_from,Zelda II,,
4953,4690,Loyal_Sage.html,charact_from,The Legend of Zelda,,
4954,4692,Lucky_Lee.html,charact_from,The Legend of Zelda:,,
4955,4693,Lucky_Loungewear.html,item_from,The Legend of Zelda:,,
4956,4694,Luda.html,charact_from,The Legend of Zelda:,,
4957,4694,Luda.html,live_in,Kakariko Village,Kakariko_Village.html,4055.0
4958,4694,Luda.html,live_with,father,,
4959,4695,Ludfo's_Bog.html,locat_from,The Legend of Zelda:,,
4960,4695,Ludfo's_Bog.html,locat_in,region,,
4961,4695,Ludfo's_Bog.html,region_of,Hyrule,Hyrule.html,3766.0
4962,4696,Lukan.html,charact_in,The Legend of Zelda:,,
4963,4698,Lulu.html,charact_from,The Legend of Zelda,,
4964,4699,Lulu_Lake.html,locat_in,The Legend of Zelda:,,
4965,4699,Lulu_Lake.html,locat_in,region,,
4966,4699,Lulu_Lake.html,region_of,Lanayru,Lanayru_(Breath_of_the_Wild).html,4368.0
4967,4700,Lumber_Salesman.html,charact_from,The Legend of Zelda,,
4968,4702,Luminous_Stone.html,item_in,The Legend of Zelda:,,
4969,4702,Luminous_Stone.html,shop_for,Rupees,Rupee.html,6442.0
4970,4703,Luminous_Stone_Gathering.html,quest_in,The Legend of Zelda:,,
4971,4703,Luminous_Stone_Gathering.html,given_to,Link,Link.html,4550.0
4972,4704,Lumpy_Pumpkin.html,locat_from,The Legend of Zelda,,
4973,4706,Lunar_Children.html,charact_from,The Legend of Zelda,,
4974,4706,Lunar_Children.html,live_on,Moon,Moon.html,5248.0
4975,4706,Lunar_Children.html,live_in,plain,,
4976,4707,Lunar_Cycle.html,quest_from,The Legend of Zelda,,
4977,4707,Lunar_Cycle.html,obtain_from,Lenzo,Lenzo.html,4445.0
4978,4708,Lunar_Ocarina.html,weapon_in,moveset,,
4979,4709,Lunar_Phases.html,quest_from,The Legend of Zelda,,
4980,4709,Lunar_Phases.html,obtain_from,Lenzo,Lenzo.html,4445.0
4981,4710,Lupay.html,boss_from,Link,,
4982,4712,Lurelin_Village.html,locat_from,The Legend of Zelda:,,
4983,4712,Lurelin_Village.html,locat_in,region,,
4984,4712,Lurelin_Village.html,region_of,Hyrule,Hyrule.html,3766.0
4985,4713,Luto's_Crossing.html,locat_in,The Legend of Zelda:,,
4986,4713,Luto's_Crossing.html,locat_in,region,,
4987,4713,Luto's_Crossing.html,region_of,Lanayru,Lanayru_(Breath_of_the_Wild).html,4368.0
4988,4714,Luv.html,charact_from,The Legend of Zelda,,
4989,4714,Luv.html,wife_of,Bertie,Bertie.html,456.0
4990,4714,Luv.html,live_in,house,,
4991,4715,Lyndae.html,charact_in,The Legend of Zelda:,,
4992,4716,Lynel.html,enemi_in,the Legend of Zelda,,
4993,4717,Lynel_Bow.html,item_from,The Legend of Zelda:,,
4994,4718,Lynel_Crusher.html,item_from,The Legend of Zelda:,,
4995,4720,Lynel_Hoof.html,item_from,The Legend of Zelda:,,
4996,4721,Lynel_Horn.html,item_from,The Legend of Zelda:,,
4997,4722,Lynel_Mask.html,item_from,The Legend of Zelda:,,
4998,4722,Lynel_Mask.html,mask_near,acts,,
4999,4722,Lynel_Mask.html,enemi_from,race,Rune.html,6440.0
5000,4723,Lynel_Safari.html,quest_in,The Legend of Zelda:,,
5001,4723,Lynel_Safari.html,given_to,Link,Link.html,4550.0
5002,4723,Lynel_Safari.html,object_of,quest,Quest.html,6055.0
5003,4724,Lynel_Shield.html,item_in,The Legend of Zelda:,,
5004,4726,Lynel_Sword.html,item_from,The Legend of Zelda:,,
5005,4726,Lynel_Sword.html,sword_with,attack,,
5006,4728,Lynna_City_Shop.html,locat_in,Lynna City,Lynna_City.html,4727.0
5007,4731,Lyphos_Sword.html,sword_from,Rosy Rupeeland,,
5008,4732,Maag_Halan.html,charact_from,The Legend of Zelda:,,
5009,4733,Maag_Halan_Shrine.html,shrine_from,The Legend of Zelda:,,
5010,4733,Maag_Halan_Shrine.html,locat_in,the Lost Woods of the Great Hyrule Forest,,
5011,4734,Maag_No'rah.html,charact_from,The Legend of Zelda:,,
5012,4735,Maag_No'rah_Shrine.html,shrine_from,The Legend of Zelda:,,
5013,4735,Maag_No'rah_Shrine.html,locat_in,region,,
5014,4735,Maag_No'rah_Shrine.html,region_of,Maag No'rah,Maag_No%27rah.html,4734.0
5015,4736,Mabe_Prairie.html,locat_from,The Legend of Zelda:,,
5016,4736,Mabe_Prairie.html,locat_in,region,,
5017,4737,Mabe_Village.html,locat_from,The Legend of Zelda,,
5018,4737,Mabe_Village.html,locat_in,Koholint Island,Koholint_Island.html,4244.0
5019,4737,Mabe_Village.html,quest_including,Papahl,Papahl.html,5679.0
5020,4737,Mabe_Village.html,locat_on,side,,
5021,4738,Mabe_Village_Library.html,locat_from,The Legend of Zelda,,
5022,4739,Mabe_Village_Ruins.html,locat_from,The Legend of Zelda:,,
5023,4739,Mabe_Village_Ruins.html,locat_in,region,,
5024,4740,Mabe_Village_Shop.html,shop_from,The Legend of Zelda,,
5025,4740,Mabe_Village_Shop.html,locat_in,Mabe Village,Mabe_Village.html,4737.0
5026,4740,Mabe_Village_Shop.html,store_on,Koholint Island,Koholint_Island.html,4244.0
5027,4741,Mabe_Village_Shopkeeper.html,charact_from,The Legend of Zelda,,
5028,4742,Mable_Ridge.html,locat_in,The Legend of Zelda:,,
5029,4742,Mable_Ridge.html,locat_in,part,,
5030,4743,Maca.html,charact_from,The Legend of Zelda:,,
5031,4744,Machete.html,item_from,The Legend of Zelda,,
5032,4745,Machi.html,charact_from,The Legend of Zelda,,
5033,4745,Machi.html,live_in,Link,Link.html,4550.0
5034,4746,Mack.html,charact_from,The Legend of Zelda,,
5035,4747,Mad_Alchemist.html,charact_from,The Legend of Zelda,,
5036,4748,Mad_Batter.html,charact_in,the Legend of Zelda,,
5037,4748,Mad_Batter.html,releas_from,imprisonment,,
5038,4749,Mad_Bomber.html,enemi_from,The Legend of Zelda,,
5039,4749,Mad_Bomber.html,enemi_in,game,,
5040,4749,Mad_Bomber.html,defeat_with,sword,,
5041,4750,Mad_Jelly.html,boss_from,The Legend of Zelda,,
5042,4751,Mad_Scrub.html,enemi_in,Legend,,
5043,4752,Madam_Couture.html,charact_in,The Legend of Zelda: Tri Force,,
5044,4752,Madam_Couture.html,live_in,town,,
5045,4753,Madam_MeowMeow.html,charact_from,The Legend of Zelda,,
5046,4753,Madam_MeowMeow.html,live_in,Mabe Village,Mabe_Village.html,4737.0
5047,4754,Madame_Aroma.html,charact_from,The Legend of Zelda,,
5048,4754,Madame_Aroma.html,wife_of,Dotour,,
5049,4755,Madame_Scratchcard.html,charact_from,resident,,
5050,4755,Madame_Scratchcard.html,wife_of,Jeweler,Jeweler.html,3984.0
5051,4756,Madderpillar.html,enemi_from,The Legend of Zelda,,
5052,4757,Madorna_Mountain.html,locat_in,The Legend of Zelda:,,
5053,4757,Madorna_Mountain.html,locat_in,region,,
5054,4757,Madorna_Mountain.html,region_of,Hyrule,Hyrule.html,3766.0
5055,4758,Magda.html,charact_from,The Legend of Zelda:,,
5056,4760,Maggie's_Father.html,charact_from,The Legend of Zelda,,
5057,4761,Maggie's_Letter.html,item_from,The Legend of Zelda,,
5058,4761,Maggie's_Letter.html,given_to,Link,Link.html,4550.0
5059,4763,Maggie_(The_Minish_Cap).html,charact_from,The Legend of Zelda,,
5060,4764,Maggie_(The_Wind_Waker).html,charact_from,The Legend of Zelda,,
5061,4766,Magic_Armor.html,item_in,Legend,,
5062,4766,Magic_Armor.html,item_with,name,,
5063,4768,Magic_Bean.html,item_in,The Legend of Zelda,,
5064,4769,Magic_Book.html,item_from,The Legend of Zelda,,
5065,4770,Magic_Cap.html,item_from,The Legend of Zelda,,
5066,4770,Magic_Cap.html,worn_by,Vaati,Vaati.html,8247.0
5067,4770,Magic_Cap.html,worn_throughout,most,,
5068,4771,Magic_Cape.html,item_from,The Legend of Zelda,,
5069,4773,Magic_Container.html,item_from,Zelda II,,
5070,4775,Magic_Hags'_Potion_Shop.html,shop_from,The Legend of Zelda,,
5071,4776,Magic_Hammer.html,weapon_in,Legend,,
5072,4777,Magic_Jar.html,item_in,the Legend of Zelda series,The_Legend_of_Zelda_series.html,7812.0
5073,4779,Magic_Mirror.html,item_from,The Legend of Zelda,,
5074,4780,Magic_Mushroom.html,item_from,The Legend of Zelda,,
5075,4781,Magic_Oar.html,given_to,Rafton,Raft.html,6093.0
5076,4781,Magic_Oar.html,given_in,exchange,,
5077,4781,Magic_Oar.html,quest_for,Sword,,
5078,4783,Magic_Powder.html,item_in,the Legend of Zelda series,The_Legend_of_Zelda_series.html,7812.0
5079,4783,Magic_Powder.html,store_in,satchel,,
5080,4784,Magic_Rod.html,item_from,The Legend of Zelda,,
5081,4784,Magic_Rod.html,item_in,the Legend of Zelda,,
5082,4784,Magic_Rod.html,obtain_in,dungeon,Dungeon.html,2220.0
5083,4786,Magic_Shop.html,shop_from,The Legend of Zelda,,
5084,4786,Magic_Shop.html,locat_inside,hut,,
5085,4786,Magic_Shop.html,region_of,Hyrule,Hyrule.html,3766.0
5086,4789,Magical_Boomerang.html,item_in,Legend,,
5087,4790,Magical_Key.html,item_in,Legend,,
5088,4790,Magical_Key.html,item_Unlike,the Small Key,,
5089,4791,Magical_Ring.html,given_to,Rings,,
5090,4791,Magical_Ring.html,obtain_from,game,,
5091,4791,Magical_Ring.html,worn_in,order,,
5092,4794,Magical_Rings.html,given_to,Rings,,
5093,4794,Magical_Rings.html,obtain_from,game,,
5094,4794,Magical_Rings.html,worn_in,order,,
5095,4795,Magical_Rod.html,item_from,The Legend of Zelda,The_Legend_of_Zelda.html,7673.0
5096,4795,Magical_Rod.html,obtain_in,Level,Level_8_(Second_Quest).html,4482.0
5097,4795,Magical_Rod.html,obtain_during,Quest,,
5098,4795,Magical_Rod.html,quest_during,Link,Link.html,4550.0
5099,4797,Magical_Sword.html,sword_in,Legend,,
5100,4798,Magician.html,charact_from,Zelda II,,
5101,4799,Magma_Ball.html,item_from,Rosy Rupeeland,,
5102,4799,Magma_Ball.html,locat_within,Unlike,,
5103,4800,Magma_Spume.html,enemi_from,The Legend of Zelda,,
5104,4800,Magma_Spume.html,defeat_with,Skyward Strike Bombs,,
5105,4801,Magmanos.html,boss_from,The Legend of Zelda,,
5106,4802,Magnesis_Rune.html,item_from,The Legend of Zelda:,,
5107,4804,Magnetic_Gloves.html,item_in,the Legend of Zelda,,
5108,4805,Magnifying_Lens.html,item_from,The Legend of Zelda,,
5109,4805,Magnifying_Lens.html,boss_of,game,,
5110,4807,Mago.html,enemi_from,Zelda II,,
5111,4808,Magtail.html,enemi_from,The Legend of Zelda,,
5112,4809,Mah_Eliya.html,charact_from,The Legend of Zelda:,,
5113,4810,Mah_Eliya_Shrine.html,shrine_from,The Legend of Zelda:,,
5114,4810,Mah_Eliya_Shrine.html,locat_in,Wetlands,,
5115,4811,Maiamai.html,race_from,The Legend of Zelda,,
5116,4812,Maiamai_Map.html,item_from,The Legend of Zelda,,
5117,4812,Maiamai_Map.html,given_to,Link,Link.html,4550.0
5118,4815,Mail_Center.html,locat_from,The Legend of Zelda,,
5119,4817,Mailbox.html,object_in,the Legend of Zelda,,
5120,4818,Majora's_Incarnation.html,boss_from,The Legend of Zelda,,
5121,4818,Majora's_Incarnation.html,defeat_of,form,,
5122,4820,Majora's_Mask_(boss).html,boss_of,The Legend of Zelda,,
5123,4821,Majora's_Mask_(mask).html,item_in,the The Legend of Zelda series,,
5124,4822,Majora's_Mask__The_Abridged_Series.html,mask_Like,predecessor,,
5125,4823,Majora's_Ocarina.html,weapon_in,moveset,,
5126,4824,Majora's_Ocarina_+.html,weapon_in,moveset,,
5127,4825,Majora's_Wrath.html,boss_in,The Legend of Zelda,,
5128,4828,Maka_Rah_Shrine.html,shrine_from,The Legend of Zelda:,,
5129,4828,Maka_Rah_Shrine.html,locat_inside,cavern,,
5130,4828,Maka_Rah_Shrine.html,island_in,Lake Kilsie,,
5131,4829,Makar.html,charact_from,The Legend of Zelda,,
5132,4829,Makar.html,live_in,the Forest Haven,,
5133,4830,Makeela_Riju.html,charact_from,The Legend of Zelda:,,
5134,4831,Mako.html,charact_in,the Legend of Zelda,,
5135,4838,Makure.html,charact_in,The Legend of Zelda:,,
5136,4839,Malanya.html,charact_from,The Legend of Zelda:,,
5137,4839,Malanya.html,live_in,Spring,,
5138,4839,Malanya.html,region_of,Hyrule,Hyrule.html,3766.0
5139,4839,Malanya.html,live_As,deity,Deity.html,1959.0
5140,4840,Malanya_Spring.html,locat_in,The Legend of Zelda:,,
5141,4840,Malanya_Spring.html,locat_in,region,,
5142,4840,Malanya_Spring.html,region_of,Hyrule,Hyrule.html,3766.0
5143,4841,Malena.html,charact_in,The Legend of Zelda:,,
5144,4842,Malgyorg.html,enemi_from,The Legend of Zelda,,
5145,4844,Malin_Bay.html,locat_from,The Legend of Zelda:,,
5146,4844,Malin_Bay.html,locat_in,the Akkala Sea region,,
5147,4846,Malladus_(boss).html,boss_of,The Legend of Zelda,,
5148,4847,Mallara.html,charact_from,The Legend of Zelda,,
5149,4849,Malo_Mart.html,shop_from,The Legend of Zelda:,,
5150,4850,Malon.html,charact_in,the Legend of Zelda,,
5151,4852,Mama.html,charact_from,The Legend of Zelda,,
5152,4853,Mama_Turtle.html,charact_from,The Legend of Zelda,,
5153,4854,Mamamu_Yan.html,charact_in,the Legend of Zelda,,
5154,4855,Mamba.html,charact_from,resident,,
5155,4856,Mamu.html,charact_from,The Legend of Zelda,,
5156,4856,Mamu.html,locat_beneath,the Signpost Maze,,
5157,4858,Man_from_the_Bazaar.html,charact_from,The Legend of Zelda,,
5158,4858,Man_from_the_Bazaar.html,shop_in,Hyrule Castle Town,Hyrule_Castle_Town.html,3776.0
5159,4859,Man_from_the_Bomb_Shop.html,charact_in,the Legend of Zelda,,
5160,4860,Man_from_the_Curiosity_Shop.html,charact_from,The Legend of Zelda,,
5161,4860,Man_from_the_Curiosity_Shop.html,given_as,Man from Curiosity Shop,,
5162,4861,Man_from_the_Medicine_Shop.html,charact_from,The Legend of Zelda,,
5163,4861,Man_from_the_Medicine_Shop.html,shop_in,Hyrule Castle Town,Hyrule_Castle_Town.html,3776.0
5164,4862,Man_from_the_Shooting_Gallery.html,charact_in,The Legend of Zelda,,
5165,4864,Man_from_the_Trading_Post.html,charact_from,The Legend of Zelda,,
5166,4865,Man_of_Smiles.html,charact_from,The Legend of Zelda:,,
5167,4865,Man_of_Smiles.html,live_in,boat,,
5168,4866,Man_on_the_Roof.html,charact_from,The Legend of Zelda,,
5169,4868,Manbo's_Pond.html,locat_from,The Legend of Zelda,,
5170,4869,Manbo.html,charact_from,The Legend of Zelda,,
5171,4870,Manga.html,publish_in,Japan,,
5172,4870,Manga.html,publish_with,consent,,
5173,4871,Manhala_Bridge.html,locat_from,The Legend of Zelda:,,
5174,4871,Manhala_Bridge.html,locat_in,region,,
5175,4871,Manhala_Bridge.html,region_of,Hyrule,Hyrule.html,3766.0
5176,4875,Manhandla_(Four_Swords_Adventures).html,boss_from,The Legend of Zelda,,
5177,4875,Manhandla_(Four_Swords_Adventures).html,enemi_with,claws,,
5178,4876,Manhandla_(Hyrule_Warriors).html,boss_in,Hyrule Warriors,Hyrule_Warriors.html,3801.0
5179,4877,Manhandla_(Oracle_of_Seasons).html,boss_of,the Ancient Ruins,,
5180,4878,Manhandla_(The_Legend_of_Zelda).html,boss_of,Level,Level_3_(First_Quest).html,4466.0
5181,4878,Manhandla_(The_Legend_of_Zelda).html,dungeon_in,The Legend of Zelda,The_Legend_of_Zelda.html,7673.0
5182,4880,Manny_(Breath_of_the_Wild).html,charact_from,The Legend of Zelda:,,
5183,4881,Manny_(The_Wind_Waker).html,charact_from,The Legend of Zelda,The_Legend_of_Zelda.html,7673.0
5184,4884,Map-Seller.html,charact_from,Rosy Rupeeland,,
5185,4885,Map.html,item_in,the Legend of Zelda,,
5186,4886,Map_of_Hyrule.html,item_from,The Legend of Zelda,,
5187,4886,Map_of_Hyrule.html,given_to,Link,Link.html,4550.0
5188,4886,Map_of_Hyrule.html,locat_of,objectives,,
5189,4887,Mapla_Point.html,locat_in,The Legend of Zelda:,,
5190,4887,Mapla_Point.html,locat_in,region,,
5191,4887,Mapla_Point.html,region_of,Hyrule,Hyrule.html,3766.0
5192,4889,Maple.html,charact_in,the Legend of Zelda,,
5193,4890,Marblod_Plain.html,locat_in,The Legend of Zelda:,,
5194,4890,Marblod_Plain.html,locat_in,region,,
5195,4890,Marblod_Plain.html,region_of,Hyrule,Hyrule.html,3766.0
5196,4891,Marcy.html,charact_from,The Legend of Zelda,,
